prompt_id,raw_prompt,subject_type,environment,lighting_style,camera_type,focal_length,film_stock,mood,tags,source,quality_score
29,"Photorealistic fashion portrait on the rooftop overlooking the embankment and the modern city skyline (high-rise skyscrapers) golden hour, warm soft light, light haze. Full-length body composition: a woman in an elegant white outfit thin gold jewelry on her neck and wrist, long straight dark hair, confident pose by the glass railing. Luxurious lounge area: glass table, soft pillows, light armchairs. Cinematic color grading, warm shades, soft shadows, light side/backlighting, natural skin, detailed fabric and textures, movement of the fabric (light wind). Style: fashion editorial, high resolution, 50mm, f/1.8, shallow depth of field, high detail, cinematic.",person,outdoor,golden_hour,dslr,50mm,portra_400,moody,"cinematic,fashion,female,portrait,urban",collected,8.0
30,"A man sits in a leather chair by the window in a city café, his body slightly reclined, his left hand resting on his hip, his right hand raised to his face, fingers touching his chin, his gaze directed straight at the camera. The shot is medium-length, from mid-thigh to the top of his head, the angle is at eye level, the composition is centered, and in the lower foreground is a plastic cup of cold, light-caramel coffee with a black straw. The background recedes toward the window overlooking the city street.

His hair is hidden under a black baseball cap with a small orange logo; the fit is snug and the fabric is matte. He is wearing a white cotton T-shirt in a pure white, unprinted shade, over which he wears an oversized, large-checkered shirt in shades of beige, light brown, and dark brown. The fabric is thick and textured, and he is wearing black trousers made of a smooth, matte fabric. The chair is made of brown leather with a visible texture and soft folds.

The location is a café interior with a warm sandy-beige stone wall, large textured blocks with a distinct relief. Hanging lamps with warm, golden-amber bulbs glow on the right and above. On the left is a large window with cool, bluish-gray evening street light. Blurred silhouettes of buildings and city lights are visible in the background. Russia, winter.

The lighting is mixed: warm lamps create a soft, golden glow from above and to the right, creating warm highlights on skin and clothing. On the left, cool natural light from the window adds a bluish-gray contrast. The shadows are soft and smooth, the contrast is medium, the highlights on the skin and leather chair are controlled, and the overall balance is between warm amber and cool blue tones.

Shot with a 50mm lens, shallow depth of field with sharp focus on the face, softly blurred background with distinct highlights, detailed textures of skin, fabric, and the stone wall. Cinematic cafe portrait photography, highly detailed, photorealistic.

Cinematic urban cafe mood,
warm amber and cool blue contrast,
neutral to warm overall temperature with cool accents,
moderate saturation with balanced warm tones,
medium contrast with soft shadow transitions,
mixed warm indoor and cool window lighting,
controlled highlights with gentle glow,
natural neutral skin tone rendering,
smooth texture with minimal grain,
modern cinematic color grading.",person,indoor,natural,dslr,50mm,portra_400,moody,"cinematic,male,portrait,urban,vintage,winter",collected,8.5
31,"Editorial sports portrait with a realistic cinomatic aesthetic in a vintage boxing gym. A young man (identical in appearance to the reference) sits on the edge of the ring, slightly bent forward, in a post-workout resting posture. He looks out of the camera to the right with a serious and contemplative expression, dark brown hair wet/sweaty, visible freckles with a natural texture and a slight sheen of sweat (no plasticized appearance). He wears a gray sweatshirt and black shorts with a white side stripe. Both hands are tightly wrapped in white boxing hand wraps around the wrists and fingers",person,outdoor,low_light,dslr,50mm,portra_400,moody,"fashion,male,portrait,vintage",collected,7.8
32,"A man sits in a massive chair with carved wooden armrests, his body slightly reclined, one leg crossed over the other. He holds a glass tumbler filled with an amber liquid in his right hand, his left hand resting relaxed on the armrest, and his gaze directed toward the camera. A dark brown marble table with pronounced light beige veins is visible in the foreground. A glass decanter containing an amber liquid and a second low glass sit on the table. A cigar rests in a metal ashtray to the left, with a thin stream of smoke trailing from it. The shot is medium-wide, from the knees to the top of the head, at eye level, centered on the man, and the background is blurred.

He is wearing a classic black tuxedo made of a dense matte fabric with deep, charcoal-black satin lapels, a white shirt with a stiff collar and a black bow tie, a white pocket square in his jacket pocket, and a cool, silver-toned metal watch on his wrist. The glass and decanter are made of clear glass with a distinct faceted texture, and the liquid is a rich amber-brown with warm golden highlights.

The location is a classic bedroom or living room interior with dark wood paneling in a warm reddish-brown hue. In the background, a bed with a beige bedspread, heavy drapes in a warm gray-beige color, and several candles with warm golden flames create additional lighting accents.

The lighting is warm, with the main source of soft, directional light positioned to the right of the camera and slightly above eye level. The golden-amber light creates volume on the face and highlights the texture of the fabric and glass. The shadows are soft and smooth, with medium contrast and an emphasis on warm undertones. Additional spotlights in the form of candles create soft, contrasting accents in the background. The highlights on the glass and marble are controlled, without overexposure. The overall lighting is low-intensity and creates pronounced depth.

Shot with a 50mm lens, shallow depth of field with sharp focus on the face and glass in hand, softly blurred background, detailed textures of fabric, wood, marble, and glass. Cinematic interior portrait photography, highly detailed, photorealistic.

Cinematic luxury interior mood,
warm amber and deep brown dominant tones,
low to moderate saturation with warm emphasis,
medium contrast with soft shadow transitions,
directional warm key lighting,
soft highlight glow on glass and skin,
warm natural skin tone rendering,
subtle shadow depth with preserved detail,
smooth texture with slight film softness,
rich warm cinematic color grading.",person,indoor,cinematic,dslr,50mm,portra_400,moody,"cinematic,male,portrait",collected,8.5
33,"A man sits leaning against the edge of a pool table, looking directly at the camera, his pose frozen in place. The shot is medium-length, from mid-thigh to the top of his head, at eye level. The composition is centered, slightly offset to the right. The edge of the green pool table cloth and some of the multicolored balls are visible in the foreground.

He wears a deep burgundy velvet jacket with a soft matte texture and dense nap. Beneath it, he wears a black, smooth cotton shirt with the collar open. A white pocket square is in the jacket pocket, and he wears black, classic trousers made of a dense, matte fabric. On the table is a low, faceted glass tumbler containing an amber-brown liquid, softly reflecting the light. The table cloth is a rich, emerald green with a uniform texture.

The location is the interior of a private club with dark, deep red-brown wood paneling, built-in bookshelves in the background, and a dark brown leather sofa with capitonné lining. The space is intimate, without unnecessary objects.

The lighting is warm and cinematic. The main source of soft, directional light is positioned to the left of the camera and slightly above eye level. The warm, golden light creates volume on the face and highlights the texture of the velvet. A soft fill light on the right reduces the density of the shadows. The shadows are soft and controlled. The contrast is medium, emphasizing warm midtones. The highlights on the glass and velvet are moderate, without blown-out highlights. The background is slightly darkened to isolate the figure.

Shot with a 50mm lens, shallow depth of field with sharp focus on the face, the background is softly blurred, and the details of the wood, velvet, and glass are well-defined. Cinematic interior portrait photography, highly detailed, photorealistic.

cinematic warm lounge mood,
deep dominant burgundy and dark wood tones,
warm golden color temperature,
moderate saturation with rich warm emphasis,
medium contrast with soft shadow transitions,
directional soft key lighting,
controlled highlights with subtle glow,
warm natural skin tone rendering,
smooth texture with slight film softness,
classic cinematic color grading.",person,indoor,cinematic,dslr,50mm,portra_400,moody,"cinematic,male,portrait,water",collected,9.0
34,"Elegant gala evening portrait exuding timeless luxury and high-status energy. A charismatic man stands against classic wooden wall panels in a private club interior. Dressed in a perfectly tailored white dinner tuxedo jacket, black trousers, impeccable white shirt, and a black bow tie. He casually but elegantly holds a glass of white wine in his hand. Hair with natural volume, professional styling with soft texture. Facial expression: a relaxed, sincere smile, confident social presence. One hand in his pocket, body slightly turned as if caught between conversations. Lighting: soft flash combined with warm interior light, clean highlights on the jacket lapels, deep shadows for volume, socialite chronicle style. Old Money aesthetics, charm, effortless charisma, festive sophistication. Color grading: warm golden midtones, creamy white, deep black, balanced contrast of premium gloss. Quality: ultra-high resolution, fabric texture detail, cinematic depth of field.",person,indoor,studio,dslr,50mm,portra_400,nostalgic,"cinematic,male,portrait",collected,8.3
35,"Extreme close-up of the face. A girl is lying on a white sofa. White flowers are attached everywhere in her hair: gypsophila, small chrysanthemums. Hair is voluminous, long, shiny curls partially falling on the face from the wind. Cinematic effect with added grain. She lies relaxed. Nails are smooth, neat, square-shaped, milky-colored short. Skin is perfect and highlighted. Makeup is flawless, glowing.",person,outdoor,cinematic,dslr,85mm,portra_400,serene,"cinematic,female,nature,portrait,vintage",collected,7.3
36,"High-contrast sports editorial. A muscular athlete is jumping rope in a brutal concrete urban canal. Mid-motion freeze effect: one knee in a dynamic lift, the jump rope fixed in a perfect arc around the body. Face clearly lit and detailed: expression of extreme concentration, strong jawline, sharp features, confident look, no shadows on the eyes. Clothing: dark sports shorts, black socks, lightweight training sneakers, black cap pushed back, exposing the forehead. Torso is bare, skin has a natural wet sheen from intense training. Lighting: hard directional sunlight, creating dramatic shadows on the ground and voluminous muscle relief. Low angle, cinematic sharpness, elite fitness campaign aesthetic.",scene,indoor,dramatic,dslr,50mm,portra_400,dramatic,"cinematic,fashion,urban",collected,7.8
37,"scene:
a sunset beach landscape with warm golden hour lighting
in the background a calm peaceful sea stretches to the horizon
the water reflects the orange and pink tones of the sunset
a small distant lighthouse is visible far away on the horizon line
soft waves gently reach the sandy beach
the beach and sea appear natural and serene

foreground environment:
an elevated seaside viewpoint
an old stone wall made of textured natural stones
the wall has visible rough stone details, slightly weathered edges
on top of the wall there is a dark iron railing with vertical metal bars
the railing has a realistic metallic texture with subtle reflections from sunset light

subject:
a very beautiful Korean woman in her early 20s
youthful, elegant, natural model-like appearance
soft smooth skin and delicate facial features

pose:
she is sitting on top of the iron railing above the stone wall
her body slightly turned to the left
she is not looking at the camera
her gaze is directed calmly toward the sea horizon

leg position:
one foot rests on the ground beside the wall
the other leg is bent slightly
the heel of her shoe gently leans in the gap between the wall and the railing
the posture feels relaxed and natural

hands:
both hands are holding the railing on the right and left sides of her body
light grip, relaxed fingers
helping balance her seated pose

clothing:
red satin shirt
soft glossy fabric reflecting warm sunset light
slightly loose elegant fit

blue denim jeans
classic natural texture denim

stylish casual shoes matching the outfit

hair:
hair styled elegantly to match the outfit
soft movement in the hair as if touched by a warm gentle sea breeze
natural looking strands moving slightly in the wind

expression and mood:
calm peaceful moment
she appears relaxed, enjoying the warm breeze and sunset atmosphere
soft cinematic emotion

wind:
a gentle warm breeze lightly moves her hair and shirt fabric

lighting:
golden hour sunset lighting
warm sunlight coming from the side and slightly behind her
soft highlights on her hair, shoulders, and satin shirt
subtle long shadows from the railing and wall

camera position:
camera placed slightly below eye level
three-quarter angle view capturing:
the woman
the stone wall and railing
the beach and sea behind her
the distant lighthouse on the horizon

lens and camera settings:
85mm cinematic lens
f/2.8 aperture
shallow depth of field

focus:
sharp focus on the woman and railing
background slightly blurred with gentle cinematic bokeh
but still keeping the lighthouse and beach recognizable

visual style:
high-end fashion editorial photography
extremely realistic textures
cinematic sunset color grading
natural human proportions
high dynamic range lighting",person,indoor,golden_hour,dslr,85mm,portra_400,moody,"cinematic,fashion,female,landscape,summer,water",collected,9.0
38,"{""subject"":""Sadie Sink"",""pose"":""sitting gracefully on the threshold of a rustic doorway"",""outfit"":""chic two-piece cherry-print set"",""hair"":""long blonde hair flowing naturally"",""hand_position"":""one hand on her knee"",""gaze"":""softly ahead"",""background"":{""frame"":""ornate wooden carvings"",""interior_color"":""vibrant teal""},""mood"":""charming and elegant"",""style"":""realistic portrait, cinematic lighting, high-resolution""}",person,indoor,cinematic,dslr,50mm,portra_400,nostalgic,"cinematic,fashion,portrait",collected,7.3
39,"{""image_type"":""photorealistic smartphone selfie / candid portrait"",""scene"":""tropical beach photoshoot at golden hour"",""subject"":{""description"":""fit young woman in her mid-20s, sun-kissed golden tan skin with natural glow, light freckles on shoulders and nose"",""hair"":""long wavy sun-bleached blonde hair, wind-swept and slightly damp from ocean, loose strands framing face, natural beach texture"",""expression"":""playful confident smile, direct eye contact with camera, subtle lip bite, bright eyes reflecting sunlight"",""pose"":""standing in shallow turquoise water, one hand on hip, other arm extended holding phone for selfie, weight shifted to one leg creating natural hip curve, relaxed shoulders, toes lightly digging into wet sand""},""outfit"":{""swimwear"":""minimalist string bikini in soft terracotta orange with thin side-tie bottoms and triangle top, subtle gold metallic accents on ties, high-cut legs for elongated look"",""accessories"":""delicate gold anklet, small hoop earrings, oversized oval sunglasses pushed up on head, thin layered gold necklaces""},""environment"":{""location"":""secluded tropical beach cove, crystal-clear shallow water with gentle waves lapping at ankles"",""foreground"":""slightly blurred phone arm and wet sand details, natural water ripples and foam"",""background"":""vibrant turquoise ocean fading to deep blue horizon, distant palm trees swaying, golden-hour sky with soft pink-orange clouds and lens flare"",""atmosphere"":""warm, breezy, carefree paradise vacation vibe, summer freedom""},""lighting"":{""time_of_day"":""golden hour — low warm sunset light from side and slightly behind"",""effects"":""rich golden rim lighting on hair, shoulders and bikini strings, glowing skin highlights, soft lens flare from sun near horizon, long gentle shadows on sand and water""},""camera_simulation"":{""perspective"":""classic front-facing smartphone selfie angle (slight wide-angle distortion at corners, intimate close-up feel)"",""lens"":""equivalent to 24–28mm full-frame (mild wide), f/1.8 look"",""depth_of_field"":""shallow — razor-sharp face, chest and upper bikini, smooth progressive blur on arms, lower body and ocean background"",""quality"":""ultra-detailed skin pores and texture, realistic water droplets on skin, subtle sweat sheen from heat, natural imperfections, high dynamic range, mild chromatic aberration and soft vignette for phone authenticity""},""mood"":""radiant, sensual yet playful, empowered summer goddess energy, joyful and inviting"",""color_palette"":""warm terracotta & gold, turquoise ocean blues, soft sunset pinks/oranges, creamy sand tones"",""technical"":{""resolution"":""ultra high detail, 8K equivalent"",""style"":""hyper-photorealistic, candid smartphone aesthetic, no plastic perfection"",""grain"":""very light natural film-like grain"",""text"":""none""}}",person,outdoor,golden_hour,dslr,28mm,portra_400,nostalgic,"cinematic,fashion,female,landscape,nature,portrait",collected,8.7
40,"{""scene"":""A young woman posing on a colorful tiled staircase in a lively urban outdoor setting"",""subject"":{""gender"":""female"",""pose"":""squatting on cobblestone ground with one hand blowing a kiss toward the camera and the other holding her hair"",""expression"":""playful and confident"",""hair"":""long, wavy red hair flowing over one shoulder"",""physique"":""slim""},""clothing"":{""top"":""crocheted halter-style crop top with green, yellow, and red striped pattern"",""bottom"":""black denim short shorts"",""footwear"":""blue high-heeled ankle-strap sandals with visible branding text"",""accessories"":""gold layered necklaces and stacked gold bracelets""},""environment"":{""location"":""outdoor public staircase covered in colorful mosaic tiles"",""background"":""people walking up and down the steps, red mosaic walls, urban buildings, trees""},""lighting"":""bright natural daylight, slightly warm tones with defined highlights"",""style"":""street fashion photography, vibrant colors, editorial composition"",""camera"":{""angle"":""low to eye-level angle centered on subject"",""depth_of_field"":""shallow to moderate, subject in sharp focus with slightly blurred background crowd"",""composition"":""subject centered with leading lines from the staircase tiles""},""mood"":""energetic, summery, playful, fashionable""}",person,outdoor,natural,dslr,50mm,portra_400,nostalgic,"fashion,female,summer,urban",collected,8.3
41,"A medium shot of Sydney Sweeney in a dimly lit elegant indoor setting, seated sideways at a wooden table with her body slightly turned toward the camera. She has long blonde hair in soft loose waves, classic glamorous makeup with defined lashes, soft eyeliner, and nude pink lips. She wears a pink off-the-shoulder corset-style mini dress, opera-length pink gloves, black thigh-high stockings, and a long silver chain necklace with a cross pendant. A white frosted cake decorated with black bows and three thin silver candles sits in front of her, with ""Sydney"" written in elegant black lettering on top. One gloved hand rests gently on the table beside the cake, while the other holds a fork lowered near the plate. She looks directly at the camera with a soft confident smile, her head slightly tilted. The background is blurred with fabric-backed chairs and warm atmospheric lighting, cinematic luxury editorial style, shallow depth of field, highly detailed.",scene,indoor,cinematic,dslr,50mm,portra_400,nostalgic,"cinematic,fashion",collected,7.8
42,"{""subject"":{""demographics"":""Caucasian female, mid-20s, blonde, reminiscent of Sydney Sweeney with a high-fashion, gritty editorial aesthetic."",""hair"":""Messy, beachy blonde waves, layered and voluminous with a tousled, un-styled texture."",""face"":""Playful snarl expression, nose crunched, upper lip curled to reveal teeth; heavy, smudged black eyeliner and grunge-inspired makeup with a matte finish."",""anatomy"":""Emphasis on significant soft tissue mass; the chest exhibits natural gravity-dependent volume with a realistic drop and lateral spread, eschewing artificial lift or compression. The torso shows natural skin folding and soft texture. Thighs are pressed against the counter, demonstrating realistic tissue compression and surface area expansion. Skin features authentic grain, visible pores, and subtle oil sheen consistent with a humid environment."",""attire"":""A high-contrast black spandex bikini top with white piping, paired with a blue and white knit-fabric shrug. A voluminous, tiered white tulle tutu skirt sits high on the waist."",""accessories"":""A delicate beaded necklace featuring 'SYD' lettering, resting in the sternal notch.""},""pose"":{""type"":""Casual seated lean"",""details"":""Subject is perched on a retail counter, leaning forward with arms resting beside the hips. One leg is slightly raised, creating a dynamic, asymmetrical silhouette that emphasizes the weight of the soft tissue against the counter edge.""},""environment"":{""location"":""A gritty, cluttered urban convenience store (bodega)."",""elements"":""Densely packed shelves of tobacco products (Black & Mild, Backwoods), colorful candy displays (Reese's, Almond Joy), lottery signage, and a vintage wall clock. The background is chaotic and saturated with consumer textures.""},""camera"":{""shot_type"":""Medium shot"",""focal_length"":""50mm portrait lens"",""perspective"":""Eye-level, neutral focal length to maintain anatomical accuracy and prevent wide-angle slimming effects.""},""lighting"":{""type"":""Direct, harsh on-camera flash"",""details"":""Flash-heavy aesthetic typical of 90s film photography, creating sharp, deep shadows on the background shelves and high specular highlights on the skin's natural oils.""},""mood_and_expression"":{""mood"":""Rebellious, high-energy, tongue-in-cheek."",""expression"":""Aggressive but playful snarl, conveying confidence and raw personality.""},""style_and_realism"":{""fidelity"":""Unfiltered 35mm film texture, visible film grain (ISO 400 aesthetic), wet-look skin, and clinical anatomical realism without smoothing.""},""colors_and_tone"":{""palette"":""Saturated primaries (blue, red, yellow from packaging) against a stark black and white clothing contrast."",""tone"":""Warm skin tones contrasted with the cool, fluorescent-tinted lighting of the shop interior.""},""quality_and_technical_details"":{""resolution"":""8k"",""grain"":""Visible analog film grain, ISO 400""},""aspect_ratio_and_output"":{""ratio"":""3:4""},""controlnet"":{""pose_control"":{""model_type"":""OpenPose"",""purpose"":""Exact skeletal lock for the counter-lean"",""recommended_weight"":1},""depth_control"":{""model_type"":""MiDaS"",""purpose"":""Volume preservation of the chest and thigh mass"",""recommended_weight"":0.8}},""negative_prompt"":{""forbidden_content"":[""anatomy normalization"",""body proportion averaging"",""smaller bust than reference"",""reduced chest volume"",""flattened or compressed breasts"",""tightened or lifted breasts"",""slimmed torso"",""aesthetic proportion correction"",""beauty standard enforcement"",""dataset-average female anatomy"",""camera angles that reduce volume"",""wide-angle distortion not in reference"",""lens compression not in reference"",""cropping that removes volume"",""depth flattening"",""mirror selfies"",""phone-in-hand selfies"",""reflections"",""beautification filters"",""skin smoothing"",""plastic skin"",""airbrushed texture"",""stylized realism"",""editorial fashion proportions"",""more realistic reinterpretation"",""naturalization of prominent features""]}}",person,indoor,dramatic,smartphone,50mm,tri-x_400,nostalgic,"bw,cinematic,fashion,female,portrait,swimwear",collected,9.5
43,"{""prompt_structure"":{""subject"":{""appearance"":""Young woman with natural look, slightly messy hair, minimal makeup, relaxed expression"",""pose"":""Holding the phone at arm’s length taking a casual selfie, head slightly tilted, imperfect framing""},""environment"":{""location"":""Indoor everyday setting such as a bedroom or small apartment"",""background"":""Unorganized room elements like a bed, clothes, or furniture slightly visible and out of focus"",""lighting"":""Mixed lighting from a window and indoor lamp creating uneven shadows""},""camera"":{""device"":""Smartphone front camera"",""angle"":""Typical handheld selfie angle slightly above eye level"",""lens"":""Wide phone lens with mild distortion""},""imperfections"":{""image_noise"":""Visible grain and digital noise"",""focus"":""Slightly soft focus with imperfect sharpness"",""exposure"":""Minor overexposed highlights and underexposed shadows"",""motion"":""Subtle motion blur from handheld capture""},""style"":{""aesthetic"":""Raw, spontaneous, everyday realism"",""color_palette"":""Natural skin tones with slightly inconsistent white balance"",""photography_style"":""Amateur selfie, candid snapshot look""}}}",person,indoor,natural,smartphone,50mm,portra_400,nostalgic,"female,vintage",collected,8.0
44,"Using the uploaded picture as the only reference and without changing the face, create a fashion editorial portrait of a woman sitting confidently in a plush oversized pink faux-fur armchair against a soft pastel pink background; she wears a fluffy pink jacket, white trousers and white lace-up boots, seated with legs crossed and a calm confident expression; surrounded symmetrically by multiple fluffy long-haired cats in cream, gray and white tones perched on the chair arms, backrest and floor around her; highly stylized monochromatic pink aesthetic, soft studio lighting, clean background, luxurious textures in fur fabric and cat fur, centered composition, fashion magazine style, high detail, shallow depth of field, ultra-sharp textures, high dynamic range, 8k ultra-photorealism, masterpiece quality.",person,studio,studio,dslr,50mm,portra_400,serene,"animal,cinematic,fashion,female,portrait,studio",collected,8.3
45,"Create a portrait without changing facial features. A young woman in a stylish, layered outfit sits at a wooden table in a street cafe. She is wearing a brown oversized jacket with a light yellow jumper draped over her shoulders. 

She is wearing light blue, oversized, loose-fitting jeans with cuffs, a pale yellow cap with a small BALANHNINA logo, and stylish, narrow oval glasses with clear lenses and dark frames. She has long dark hair, calm, flawless makeup, tanned skin, and a plastic cup of green smoothie nearby. A large bouquet of yellow tulips is also present. Soft daylight, urban lifestyle aesthetics. Color scheme: chocolate, lemon yellow, and denim. The woman poses relaxed, resting her chin on her hand. , stylish glasses, and layered clothing. 

The background is a city cafe window and evening lights. High resolution, realistic, professional portrait photography, warm toning, and vibrant color correction.",person,indoor,natural,dslr,50mm,portra_400,moody,"fashion,female,portrait,urban",collected,8.0
46,"{
""subject"": ""A young woman with a highly detailed tanned, athletic physique, skin thoroughly glistening with a heavy sweat or body oil sheen. She has light brown hair with blonde highlights pulled back away from her face, wearing large black over-ear headphones. She is dressed in a deep burgundy two-piece athletic set featuring a tight strapless bandeau top and matching leggings with a crossover V-waistband. Accessories include a silver belly button ring, a silver metallic watch on her right wrist, and a thin silver bracelet on her left wrist. She displays clear abdominal muscle definition. The bust is full and prominent, strictly maintaining the exact heavy volume, deep forward projection, and natural soft-tissue gravity seen in the reference without any flattening, minimization, or compression."",
""pose"": ""Standing completely upright, facing directly forward towards the camera. Her head is straight with a direct, unwavering gaze. Her shoulders are relaxed and squared. Her left arm hangs relaxed and straight down by her side. Her right arm is bent at the elbow, with her right hand resting at the hip, fingers gripping and slightly pulling down the V-waistband of her leggings to expose more of the lower abdomen. Her spine curvature, hip angle, and weight distribution are perfectly centered."",
""environment"": ""Outdoors on a light grey paved walking trail or path. Lush, vibrant green vegetation borders both sides of the path, featuring tall palm trees, broadleaf bushes, and pine-like trees. Above is a bright, clear blue sky with a few scattered, soft white clouds."",
""camera"": ""Eye-level medium-full portrait shot, framing the subject from the mid-thighs up to slightly above the top of her headphones. Direct frontal perspective with no skewed angles, wide-angle distortion, or unnatural lens compression. The camera strictly maintains the realistic three-dimensional depth and foreground dominance of the torso without flattening the chest."",
""lighting"": ""Bright, direct, harsh natural sunlight from above and slightly in front, indicative of a clear sunny midday. The intense lighting creates highly visible, bright specular highlights across the glossy, wet skin of her chest, shoulders, arms, and face. Sharp, dark, realistic cast shadows appear under her chin, heavily beneath the bust, and below her right hand resting on her waist."",
""mood_and_expression"": ""Serious, neutral, and confident. Her expression is calm with relaxed facial muscles and a steady, direct gaze into the lens. The mood conveys a hot, intense outdoor athletic setting."",
""style_and_realism"": ""Absolute photorealism. Raw, unfiltered, unedited photography. Strict preservation of skin texture, pores, intense sweat/oil reflection, and exact anatomical proportions without any aesthetic normalization, airbrushing, or digital beautification."",
""colors_and_tone"": ""High contrast, natural vivid saturation. Deep burgundy/maroon clothing, g",person,outdoor,dramatic,smartphone,24mm,ektar_100,dramatic,"female,portrait",collected,8.0
47,"{""portrait_prompt"":{""subject"":{""description"":""Based on <User Portrait>, a young woman reaching her right hand directly toward the camera in a V/peace sign gesture — fingers extremely close to the lens (approximately 15-20cm) creating dramatic wide-angle perspective distortion where the hand appears almost as large as her face, looking down at camera with a seductive half-lidded gaze, lips slightly parted and pushed forward in a sultry pout, chin tucked, heavy-lidded bedroom eyes radiating controlled temptation"",""features"":{""hair"":""hair, parted in the middle, flowing freely past shoulders, right side dramatically lit with deep red color spill from practical light source, left side in natural warm tones"",""eyes"":""Half-lidded seductive gaze looking down into camera, dark eyes with slow-burn intensity — not aggressive, but magnetic and inviting, the kind of look that holds you in place"",""expression"":""Sultry and tempting — lips softly parted with subtle pout, heavy eyelids at 60% open, one eyebrow micro-raised, the overall read is 'bedroom eyes' with quiet confidence — seduction through restraint, not effort""},""pose"":""Based on user-uploaded pose reference""},""attire"":{""type"":""Black skin-tight bodysuit / leotard, similar to a gymnastics leotard"",""details"":[""Form-hugging black bodysuit with round neckline and long sleeves, second-skin fit emphasizing body contour"",""Material appears to be matte stretch fabric (lycra/spandex blend), absorbs light creating deep matte black with minimal specular reflection"",""Silhouette reads as athletic-sleek rather than casual — the tight fit against relaxed pose creates tension between 'performance wear' and 'intimate moment'""],""color"":""Solid matte black — the bodysuit disappears into shadow areas, making exposed skin (hands, face, legs) the only bright surfaces catching both warm and red light""},""composition"":{""shot_type"":""Medium close-up with extreme foreground element (V-sign hand occupying 35-40% of frame)"",""focal_length"":""24mm equivalent or wider (smartphone ultrawide) — extreme near-far perspective distortion is THE defining visual characteristic"",""aperture"":""f/1.8 (phone equivalent) — face sharp, background softened"",""camera_angle"":""Low angle — camera is significantly below subject's eye level, approximately at her waist-to-lap height, tilted upward 20-25 degrees, she is looking DOWN at the lens creating a clear top-down power dynamic"",""camera_height"":""Waist level or lower of seated subject — as if camera is placed on her lap or on the bed surface below her, angled up toward her face"",""framing"":""Subject centered slightly left; FG: giant V-sign hand in sharp-to-transitional focus (warm skin with red light rimming right edge of fingers) occupying left-center foreground; MG: face and upper body, sharp — seductive eyes and parted lips are the bullseye; BG: hotel room ceiling receding upward in warm cream blur, table lamp glowing on right; the low angle + wide lens makes the ceiling appear to converge dramatically behind her head, amplifying the sense of her looming presence above the viewer"",""aspect_ratio"":""4:5""},""lighting"":{""type"":""Dual-source mixed color: warm ambient room light (main) + strong red practical LED/neon accent light (dramatic secondary)"",""direction"":""Main warm light: from upper-left-front, broad and soft, illuminating face evenly on left side; Red accent: from camera-right at approximately 60 degrees, raking across right side of hair, right arm, right edge of fingers — the low camera angle means red light sculpts upward along her jawline and neck, emphasizing facial contour from below"",""mood"":""Late-night hotel room seduction — warm amber safety + red danger, the two lights create a color split on her face that mirrors the emotional split: inviting on one side, intense on the other""},""color_palette"":{""film_simulation"":""ETERNA (E)"",""style"":""Fujifilm ETERNA Cinema inspired color grading — desaturated muted base tones with faithful reproduction of practical colored light sources, the red LED/neon light POPS against the low-saturation cream/grey backdrop, skin tones cinematic and restrained, deep blacks with retained shadow detail in the bodysuit fabric"",""tones"":[""Base: warm cream / beige (room walls and ambient light)"",""Drama: deep crimson / blood red (practical light spill on hair and right side of body)"",""Anchor: matte black bodysuit merging with shadow areas"",""Skin: natural warm on left transitioning to red-tinted on right cheek, jaw, and neck""],""grade_notes"":[""highlight roll-off: soft, cinematic — lamp highlight wraps without clipping"",""shadow tint: warm neutral, shadows stay warm in this intimate space"",""contrast curve: medium-low — bodysuit detail retained in shadows, skin luminous against dark fabric"",""grain: subtle to moderate, low-light indoor texture"",""color separation: RED must remain vivid and directional against desaturated base""]},""environment"":{""setting"":""Hotel room or modern apartment at night, intimate private space"",""background"":""Cream/beige walls with modern ceiling trim, wooden desk on right with warm-glowing table lamp (practical light in frame), bed or seating surface — background reads as upscale hotel, softened by shallow focus and low angle ceiling convergence"",""atmosphere"":""Private, warm, still — the red light transforms an ordinary hotel room into a charged space, temperature ~22°C, the air feels thick with intention""},""mood"":""Seductive intimate invasion — she reaches toward you from above with a V-sign that feels less like 'peace' and more like 'come here', the low angle puts the viewer in a submissive position while her half-lidded eyes and parted lips offer a slow, controlled temptation wrapped in red light"",""technical_tags"":[""photorealistic"",""wide-angle perspective distortion"",""extreme foreground element"",""practical colored lighting"",""red neon spill"",""low angle shot"",""shallow depth of field"",""low light indoor"",""film grain"",""bodysuit texture""],""character_reference"":""Based on user-uploaded character reference"",""pose_reference"":""Based on user-uploaded pose reference"",""negative_prompt"":""Studio lighting, flash photography, hard shadows on wall, telephoto compression (must maintain wide-angle distortion), over-saturated skin, plastic airbrushed skin, big smile or cheerful expression (must be seductive/sultry), outdoor setting, bright daylight, eye-level camera angle (must be LOW looking UP), normal hand-to-face proportion (hand MUST be distorted larger), casual loose clothing (bodysuit must be skin-tight), wrinkled baggy fabric""}}",person,studio,golden_hour,smartphone,24mm,fuji_superia,dramatic,"cinematic,female,night,portrait,studio,vintage",collected,9.0
